SL NO:,Dept. Name,Audit Unit Name,Period of last Audit,PARA NO. ,Audit Office,Para_ID,Para Subject,Observation Category Description,Observation Category,IIA/IIB,Monetory Amount,Recovery Amount,IR Despatch Date,Stage,Status,Query raised by,Query date,Response,Response date,Rejoinder date,Resource,File Type
1262,H&FW,"The Assistant Administrative Officer, District Hospital, Karwar",2014-15,II/IIB/2014-15,GSA,,Delay in repair of Hospital Equipments resulting in denial of Hospital facilities to patients.,,I,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1263,H&FW,"The Assistant Administrative Officer, District Hospital, Karwar",2014-15,III/IIB/2014-15,GSA,,Idle Equipments – Rs. 21.91 lakh.,,G,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1264,H&FW,"The Assistant Administrative Officer, District Hospital, Karwar",2014-15,IV/IIB/2014-15,GSA,,Payment for disposal of Bio-medical waste.,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1265,H&FW,"The Assistant Administrative Officer, District Hospital, Karwar",2014-15,V/IIB/2014-15,GSA,,National Programme for Control of Blindness in Karnataka,,I,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1266,H&FW,"The Assistant Administrative Officer, District Hospital, Karwar",2014-15,VI/IIB/2014-15,GSA,,Non-Reconciliation of Schemes Cash Book and Bank pass book.,,F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1267,H&FW,"The Assistant Administrative Officer, District Hospital, Karwar",2014-15,VII/IIB/2014-15,GSA,,Non-remittance of Bank interest Rs. 263075/-,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1268,H&FW,"The Assistant Administrative Officer, District Hospital, Karwar",2014-15,VIII/IIB/2014-15,GSA,,Delay in Remittance-Rs. 36820/-,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1269,H&FW,"The Assistant Administrative Officer, District Hospital, Karwar",2014-15,IX/IIB/2014-15,GSA,,Shortage of Doctors and hospital staff.,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1270,H&FW,"The Assistant Administrative Officer, District Hospital, Karwar",2014-15,XI/IIB/2014-15,GSA,,"Expired 30 Blood units resulting in loss of revenue-Rs. 66,500/-",,E,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1271,H&FW,"The Assistant Administrative Officer, District Hospital, Karwar",2014-15,XII/IIB/2014-15,GSA,,Release of payments to contractors without proper confirmation of the payment EPF and ESI.,,C,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1272,H&FW,"The Assistant Administrative Officer, District Hospital, Karwar",2014-15,XIII/IIB/2014-15,GSA,,Annual Physical Verification of Stores.,,F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1273,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,I/IIA/2007-15,GSA,,Non-availability of basic facility for equipment installation Resulted in idle equipments – Rs. 174.29 lakh.,,G,IIA,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1274,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,I/IIB/2007-15,GSA,,Idle stock of Linen-Rs. 4.74 lakh.,,G,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1275,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,II/IIB/2007-15,GSA,,Non-Utilization of grants released for Janani Suraksha Shishu & prasuthi Araike Scheme-Rs. 3.00 lakh.,,I,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1276,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,III/IIB/2007-15,GSA,,"Non-deduction of  TDS at source-Rs. 13,190/-",,B,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1277,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,I/IIB/2015-16,GSA,,Non-installation of solar Water Heating Systems at  Hospital.,,I,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1278,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,II/IIB/2015-16,GSA,,Under utilization of T.T Ambulance and Omni Vehicle.,,I,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1279,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,III/IIB/2015-16,GSA,,"Loss of Govt. as the cheques were not encashed-towards pending clinical services-Rs. 60,000/-",,D,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1280,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,IV/IIB/2015-16,GSA,,Review of Blood Storage unit and Blood transfusion services charges.,,J,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1281,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,V/IIB/2015-16,GSA,,"Avoidable payment of Demand Charges, power Factor Penalty and Interest on electricity bills-Rs. 6.75 lakh.",,D,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1282,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,VI/IIB/2015-16,GSA,,Non-collection of Income  tax and Services Charges.,,B,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1283,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,VII/IIB/2015-16,GSA,,Non reconciliation of Cash Book with pass book.,,F,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1284,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,VIII/IIB/2015-16,GSA,,Discrepancy in the service registers.,,J,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1285,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,IX/IIB/2015-16,GSA,,Ineffective Implementation of Janani Shishu Yonana.,,I,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1286,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,X/IIB/2015-16,GSA,,Improper maintenance of Scheme  records.,,J,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1287,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,XI/IIB/2015-16,GSA,,Splitting of purchases.,,F,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1288,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,XII/IIB/2015-16,GSA,,Non utilization of steam Generator leading to blocking up of funds by Rs. 3.21 lakh.,,G,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1289,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,XIII/IIB/2015-16,GSA,,Non renewal of authorization for waste management.,,F,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1290,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,XIV/IIB/2015-16,GSA,,Inadequacies noticed in Functioning of Arogya Raksha Samithi.,,J,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1291,H&FW,"The Secretary, Govt. T.B & C.D Hospital, Old Madras Road, (Now C.V.Raman General Hospital) Feet Road, Indiranagar, Bangalore, ",2015-16,XV/IIB/2015-16,GSA,,Improper selection of agency for non-clinical services.,,J,IIB,,,22.11.16,,,,22.11.16,,05.02.2018,16.03.2018,,
1292,H&FW,"The Principal Health and Family Welfare Training Centre, Hubli.",2015-17,IV/IIB/2009-13,GSA,,Non deduction of Income  Tax from the bills of contractors- Rs. 1.36 lakh.,,B,IIB,,,22.05.17,,,,22.05.17,,05.06.2018,14.12.2018,,
1293,H&FW,"The Principal Health and Family Welfare Training Centre, Hubli.",2015-17,,GSA,,,,J,IIB,,,22.05.17,,,,22.05.17,,05.06.2018,14.12.2018,,
1294,H&FW,"The Principal Health and Family Welfare Training Centre, Hubli.",2015-17,III/IIB/2013-15,GSA,,Irregular drawal  and payment of Rs. 25.70 lakh on proforma  invoice in respect of Civil Works  entrusted to EE KHSDRP. Dharwad.,,C,IIB,,,22.05.17,,,,22.05.17,,05.06.2018,14.12.2018,,
1295,H&FW,"The Principal Health and Family Welfare Training Centre, Hubli.",2015-17,I/IIA/2015-17,GSA,,National Health Mission – Inadequacies noticed in drawal of funds from bank account towards doubtful payments – probable loss to the Government Rs. 4.25Cr.,,E,IIA,,,22.05.17,,,,22.05.17,,05.06.2018,14.12.2018,,
1296,H&FW,"The Principal Health and Family Welfare Training Centre, Hubli.",2015-17,II/IIA/2015-17,GSA,,Drawal of funds from treasury on Proforma invoices by recording incorrect stock certificates – Irregular payment of Rs. 9.68 lakh. For the supplier without actual supply of materials.,,C,IIA,,,22.05.17,,,,22.05.17,,05.06.2018,14.12.2018,,
1297,H&FW,"The Principal Health and Family Welfare Training Centre, Hubli.",2015-17,I/IIB/2015-17,GSA,,National Health Mission-Inadequate internal control on training programmes Non achievement of desired targets of the Training Centre.,,I,IIB,,,22.05.17,,,,22.05.17,,05.06.2018,14.12.2018,,
1298,H&FW,"The Principal Health and Family Welfare Training Centre, Hubli.",2015-17,II/IIB/2015-17,GSA,,Non recovery of Income tax from the professional staff appointed on contract basis Rs. 79.128/-,,B,IIB,,,22.05.17,,,,22.05.17,,05.06.2018,14.12.2018,,
1299,H&FW,"The Principal Health and Family Welfare Training Centre, Hubli.",2015-17,III/IIB/2015-17,GSA,,Service Registers of Sri. B.M Navail. Sr. Health Worker Male. Excess payment of pay of  Rs. 96.780/- plus allowances due to irregular grant of TBA and additional increment for rendering 20 years.,,B,IIB,,,22.05.17,,,,22.05.17,,05.06.2018,14.12.2018,,
1300,H&FW,"The Principal Health and Family Welfare Training Centre, Hubli.",2015-17,IV/IIB/2015-17,GSA,,Services Registers of Sr. S.D. Bommannahalli – Excess payment of pay of Rs. 86.930 plus allowances due to irregular grant of TBA and additional increment.,,B,IIB,,,22.05.17,,,,22.05.17,,05.06.2018,14.12.2018,,
1301,H&FW,"The Principal Health and Family Welfare Training Centre, Hubli.",2015-17,V/IIB/2015-17,GSA,,Procurement of materials without proper planning resulting in unfruitful expenditure and idle equipment for more than two years-Rs. 2.24 lakh.,,G,IIB,,,22.05.17,,,,22.05.17,,05.06.2018,14.12.2018,,
1302,H&FW,"The Principal Health and Family Welfare Training Centre, Hubli.",2015-17,VI/IIB/2015-17,GSA,,Inadequacies noticed in Management of bank accounts.,,J,IIB,,,22.05.17,,,,22.05.17,,05.06.2018,14.12.2018,,
1303,H&FW,"The Principal Health and Family Welfare Training Centre, Hubli.",2015-17,VII/IIB/2015-17,GSA,,Non-conduction of Annual physical verification for the Dead Stock and Library Book.,,F,IIB,,,22.05.17,,,,22.05.17,,05.06.2018,14.12.2018,,
1304,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,I/IIB/2007-09,GSA,,"a)     In-admissible payment to ANM/JHA-Rs. 34636. b)     Non recovery of excess pay pointed out by Directorate in respect of  Smt. Manjamma, ANM-Rs. 795/- plus allowances.",,B,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1305,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,II/IIB/2007-09,GSA,,"Excess payment of DA over and above prevailing rate to 17 Group ‘D’ Officials Rs. 14,746/-",,B,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1306,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,VI/IIB/2007-19,GSA,,Non production of one Receipt Book/Counter foil bearing No. 023594.,,J,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1307,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,VII/IIB/2007-19,GSA,,Non remittance of Govt. share out of receipts of Hospital during 2007-08 & 2008-09.,,J,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1308,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,I/IIB/2009-15,GSA,,Idling of Dislysis unit equipments and OT equipments costing Rs. 25.72 lakh.,,G,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1309,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,III/IIB/2009-15,GSA,,Non-supply of DIET food to ‘In patients’,,I,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1310,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,IV/IIB/2009-15,GSA,,Non-deposit of ARS  revenue receipts into the  Consolidated Fund of the State.,,J,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1311,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,V/IIB/2009-15,GSA,,"Non-remittance of Bank interest: Rs. 2,63,036/-",,J,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1312,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,VI/IIB/2009-15,GSA,,"Non-availability of Anesthetist  resulting  in referral of emergency cases to District Hospital,  Davangere.",,I,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1313,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,VII/IIB/2009-15,GSA,,Non-maintenance of stock register for vaccines. ,,F,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1314,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,VIII/IIB/2009-15,GSA,,Non-Disposal of unsed  Hypo solution and X-ray films.,,F,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1315,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,IX/IIB/2009-15,GSA,,Non-reconciliation of scheme cash book and Bank  pass book.,,F,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1316,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,XI/IIB/2009-15,GSA,,Annual  physical verification of stores not  conducted.,,F,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1317,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,I/IIB/2015-16,GSA,,Non remittance of ‘User charges’ into  the Consolidated fund of the State Rs. 12.69 lakh.,,J,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1318,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,II/IIB/2015-16,GSA,,Splitting of purchase to avoid tender procedure in violation of KTPP Act.,,F,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1319,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,III/IIB/2015-16,GSA,,Non-disposal of Bio-medical  waste in violation of Bio-medical  Waste  Management Rules.,,F,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1320,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,IV/IIB/2015-16,GSA,,Difference in closing balance between cash book and bank  pass book under NHM Scheme.,,J,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1321,H&FW,"The Chief Medical Officer, Taluk General Hospital, Jagalur, Davangere Dist.",2015-16,V/IIB/2015-16,GSA,,Non remittance of physical fitness fee to Government account- Rs. 1345/-,,J,IIB,,,17.03.17,,,,17.03.17,,R.N.R.,R.N.I.,,
1322,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,I/IIB/1993-96,GSA,,Missing hospital equipments,,J,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1323,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,II/IIB/1993-96,GSA,,Repairs and  painting  to hospital equipment RS. 57859/-,,E,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1324,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,VI/IIB/1993-96,GSA,,Service Register of Smt. Lakshmamma JHA,,J,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1325,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,VII/IIB/1993-96,GSA,,"Service Register of Smt. Jaya, ANM",,J,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1326,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,I/IIB/1996-97 to 2003-04,GSA,,Avoidable expenditure on power consumption Rs. 208698/-,,D,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1327,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,II/IIB/1996-97 to 2003-04,GSA,,Short collection of Ambulance charges Rs. 54612/-,,D,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1328,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,III/IIB/1996-97 to 2003-04,GSA,,Advance paid to M/s Mandya Dist. Co-op Milk producers Society for procurement of milk.,,C,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1329,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,IV/IIB/1996-97 to 2003-04,GSA,,Non deduction of sales Tax from the bills of suppliers: Rs. 31028/-,,B,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1330,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,V/IIB/1996-97 to 2003-04,GSA,,"Service Register of Smt Sundaramma, Nurse-Excess drawal of salary due to non-postponement of increment.",,B,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1331,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,VI/IIB1996-97 to 2003-04,GSA,,Non collection of Security deposit from cashier and  store keeper,,F,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1332,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,VIII/IIB/1996-97 to 2003-04,GSA,,Linen and bedding articles kept idle.,,G,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1333,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,I/IIB/2015-16,GSA,,Non-initiation of departmental  enquiry.,,F,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1334,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,II/IIB/2015-16,GSA,,Non-deposit of user charges into  consolidated fund of the State-Rs. 35.56 lakh.,,J,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1335,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,III/IIB/2015-16,GSA,,Non-submission  of certified accounts of Arogya Raksha Samiti (ARS) for the years 2011-12 to 2015-16 user charge funds.,,F,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1336,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,IV/IIB/2015-16,GSA,,Non-deduction of income Tax Rs. 58056.,,B,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1337,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,V/IIB/2015-16,GSA,,Irregular allotment of  Residential Quarters.,,J,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1338,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,VI/IIB/2015-16,GSA,,Non-conducting of Annual Physical verification in all the Units of the  Hospital.,,F,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1339,H&FW,"The Administrative Medical Officer, General Hospital, Malavalli.",2015-16,VII/IIB/2015-16,GSA,,Non-reconciliation of  Bank Accounts: NRHM scheme.,,F,IIB,,,13.06.16,,,,13.06.16,,26.07.2018,26.04.2019,,
1340,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,I/IIB/2009-10,GSA,,Partially functioning of upgraded newly constructed 50 beds hospital  at the cost of Rs. 270.63 lakh.,,I,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1341,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,II/IIB/2009-10,GSA,,Non-functioning of newly constructed Trauma Care Centre at a cost of Rs. 22.20 lakh.,,I,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1342,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,III/IIB/2009-140,GSA,,"Non-recovery of HRA in respect of 8 officials-Rs. 20,146/-",,B,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1343,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,IV/IIB/2009-10,GSA,,"Non-recovery of Income Tax from Raghavendra Associates, contractor for non-clinical services  Rs. 36,210/-",,B,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1344,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,V/IIB/2009-10,GSA,,Loss of revenue from amounts Collected towards physical Fitness/Medical certificates,,D,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1345,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,VIII/IIB/200-10,GSA,,General Receipt Books,,F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1346,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,I/IIB/2010-15,GSA,,Discrepancies in stock registers.,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1347,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,II/IIB/2010-15,GSA,,Non-Disposal of used Hyposolution worth Rs. 6975/-,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1348,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,III/IIB/2010-15,GSA,,Review of General  and  ARogya Raksha Samithi Cash Book.,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1349,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,IV/IIB/2010-15,GSA,,Remittance not  routed through cash book and Non maintenance of Remittance Register.,,F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1350,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,V/IIB/2010-15,GSA,,Non-collection of Security Deposits from Cashier/Store keepers/Drivers.,,F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1351,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,VI/IIB/2010-15,GSA,,Non-utilization of vehicle.,,G,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1352,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,VII/IIB/2014-15,GSA,,"Advance payment of Rs. 1,32,084/- towards electricity bills to avoid  lapse of budget.",,F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1353,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,VIII/IIB/2010-15,GSA,,Discrepancies in Implementation of Bio Medical Waste Management ,,F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1354,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,IX/IIB/2010-15,GSA,,"Non-remittance of Blood transfusion Services Charges and Physical  Fitness Certificate Charges to Government account-Rs. 1,13,975/-",,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1355,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,X/IIB/2010-15,GSA,,Non-utilization of JSSK funds.,,D,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1356,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,XI/IIB/2010-15,GSA,,Non-conducting of Annual Physical Verification ,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1357,H&FW,"The Chief Medical Officer, Taluk General Hospital, Kudligi.",2010-11 to 2014-15,XII/IIB/2010-15,GSA,,Non-Disposal of un-serviceable/condemned articles.,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1358,H&FW,The Medical Superintendent Women and Children Hospital Davangere.,2010-11,I/IIB/2009-10,GSA,,Irregular expenditure on posting of Gynecologist in excess of sanctioned strength.,,F,IIB,,,,,,,,,09.01.2018,14.02.2019,,
1359,H&FW,"The District Surgeon, District Hospital, Yadgir.",2016-17,I/IIB/2012-15,GSA,,Handing over of part of district hospital building  to  NGO without permission from Government and fixation of rent-Loss of revenue to Government and un-intended benefit to non Government organization ,,D,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1360,H&FW,"The District Surgeon, District Hospital, Yadgir.",2016-17,II/IIB/2012-15,GSA,,Irregular drawal of funds  from treasury without getting revised Authorization from Accountant General (A&E),,F,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1361,H&FW,"The District Surgeon, District Hospital, Yadgir.",2016-17,III/IIB/2012-15,GSA,,"Issue of Medicine to Autonomous Bodies without collection of cost  thereof – Rs. 27,250/-",,F,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1362,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,I/IIB/2015-16,GSA,,Construction of 60 bedded Mother-Child Hospital  building on the first floor of the District Hospital building – Delay in completion of the building  by the Contractor.,,I,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1363,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,II/IIB/2015-16,GSA,,Non availability of Service Registers of Gazatted Officers and non updating of entries therein.,,J,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
